"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Cromwell School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cromwell School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cromwell School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cromwell School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cromwell School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cromwell School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cromwell School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cromwell School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Cromwell School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Cromwell School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Cromwell School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Danbury School District","900118500","2010-2011","English Language Learner","Total Cohort Count","Number","116"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Total Cohort Count","Number","642"
"Danbury School District","900118500","2010-2011","English Language Learner","Four Year Graduation Count","Number","69"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","516"
"Danbury School District","900118500","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","59.5"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","80.4"
"Danbury School District","900118500","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","18"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","57"
"Danbury School District","900118500","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","15.5"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","8.9"
"Danbury School District","900118500","2010-2011","English Language Learner","Other Count","Number","29"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Other Count","Number","69"
"Danbury School District","900118500","2010-2011","English Language Learner","Other Rate","Percent","25.0"
"Danbury School District","900118500","2010-2011","Non-English Language Learner","Other Rate","Percent","10.7"
"Danbury School District","900118500","2011-2012","English Language Learner","Total Cohort Count","Number","113"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Total Cohort Count","Number","644"
"Danbury School District","900118500","2011-2012","English Language Learner","Four Year Graduation Count","Number","63"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","518"
"Danbury School District","900118500","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","55.8"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","80.4"
"Danbury School District","900118500","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","26"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","66"
"Danbury School District","900118500","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","23.0"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","10.2"
"Danbury School District","900118500","2011-2012","English Language Learner","Other Count","Number","24"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Other Count","Number","60"
"Danbury School District","900118500","2011-2012","English Language Learner","Other Rate","Percent","21.2"
"Danbury School District","900118500","2011-2012","Non-English Language Learner","Other Rate","Percent","9.3"
"Danbury School District","900118500","2012-2013","English Language Learner","Total Cohort Count","Number","133"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Total Cohort Count","Number","646"
"Danbury School District","900118500","2012-2013","English Language Learner","Four Year Graduation Count","Number","66"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","522"
"Danbury School District","900118500","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","49.6"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","80.8"
"Danbury School District","900118500","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","36"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","65"
"Danbury School District","900118500","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","27.1"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","10.1"
"Danbury School District","900118500","2012-2013","English Language Learner","Other Count","Number","31"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Other Count","Number","59"
"Danbury School District","900118500","2012-2013","English Language Learner","Other Rate","Percent","23.3"
"Danbury School District","900118500","2012-2013","Non-English Language Learner","Other Rate","Percent","9.1"
"Danbury School District","900118500","2013-2014","English Language Learner","Total Cohort Count","Number","85"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Total Cohort Count","Number","676"
"Danbury School District","900118500","2013-2014","English Language Learner","Four Year Graduation Count","Number","42"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","552"
"Danbury School District","900118500","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","49.4"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","81.7"
"Danbury School District","900118500","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","19"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","64"
"Danbury School District","900118500","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","22.4"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","9.5"
"Danbury School District","900118500","2013-2014","English Language Learner","Other Count","Number","24"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Other Count","Number","60"
"Danbury School District","900118500","2013-2014","English Language Learner","Other Rate","Percent","28.2"
"Danbury School District","900118500","2013-2014","Non-English Language Learner","Other Rate","Percent","8.9"
